================================================================================
BATCH PAYROLL DETAILS REPORT - RUN ID: PAY20260529A
================================================================================
ID     NAME                       DEPARTMENT  GROSS PAY  TAX DED.   PF DED.    NET PAY
E0394  Charles Davis              IT          $ 6770.20   $1489.44   $ 541.62  $ 4739.14
E0395  Thomas Martin              IT          $ 6416.63   $1283.33   $ 513.33  $ 4619.97
E0396  Mary Jackson               IT          $ 7119.05   $ 711.90   $ 569.52  $ 5837.62
================================================================================
DEPARTMENT SUMMARY: IT          TOTAL PROCESSED: 96        
  SUBTOTAL GROSS   : $ 525955.47
  SUBTOTAL TAX     : $ 90660.96
  SUBTOTAL PF      : $ 42076.44
  SUBTOTAL NET     : $ 393218.08
================================================================================
E0397  David Wilson               OPS         $ 3427.96   $ 856.99   $ 274.24  $ 2296.73
E0398  Thomas Martin              OPS         $ 8137.09   $2034.27   $ 650.97  $ 5451.85
E0399  Daniel Jones               OPS         $ 5835.31   $1283.77   $ 466.82  $ 4084.72
E0400  Thomas Gonzalez            OPS         $ 4905.43   $ 613.18   $ 392.43  $ 3899.82
E0401  David Moore                OPS         $ 5033.10   $1258.27   $ 402.65  $ 3372.18
E0402  Karen Thomas               OPS         $ 3902.70   $ 487.84   $ 312.22  $ 3102.65
E0403  Linda Davis                OPS         $ 9074.92   $1361.24   $ 725.99  $ 6987.69
E0404  Daniel Miller              OPS         $ 6905.59   $1381.12   $ 552.45  $ 4972.02
E0405  Barbara Moore              OPS         $ 7918.06   $1979.51   $ 633.44  $ 5305.10
E0406  Patricia Jackson           OPS         $ 6634.27   $1326.85   $ 530.74  $ 4776.68
E0407  Matthew Jones              OPS         $ 4266.83   $ 640.02   $ 341.35  $ 3285.46
E0408  Barbara Anderson           OPS         $ 6380.98   $1595.24   $ 510.48  $ 4275.26
E0409  Michael Moore              OPS         $ 4525.41   $ 995.59   $ 362.03  $ 3167.79
E0410  Robert Brown               OPS         $ 5718.95   $1258.17   $ 457.52  $ 4003.26
E0411  Mary Taylor                OPS         $ 3186.14   $ 398.27   $ 254.89  $ 2532.98
E0412  Susan Hernandez            OPS         $ 7094.10   $ 709.41   $ 567.53  $ 5817.16
E0413  James Moore                OPS         $ 8914.20   $1114.27   $ 713.14  $ 7086.79
E0414  Jessica Miller             OPS         $ 6995.50   $1049.32   $ 559.64  $ 5386.53
E0415  Christopher Johnson        OPS         $ 9302.33   $ 930.23   $ 744.19  $ 7627.91
E0416  Elizabeth Moore            OPS         $ 6912.43   $ 691.24   $ 552.99  $ 5668.19
E0417  Mark Garcia                OPS         $ 8563.97   $ 856.40   $ 685.12  $ 7022.45
E0418  Jennifer Martinez          OPS         $ 8355.72   $ 835.57   $ 668.46  $ 6851.69
E0419  Karen Brown                OPS         $ 8322.94   $1248.44   $ 665.84  $ 6408.66
E0420  Christopher Moore          OPS         $ 6159.17   $ 769.90   $ 492.73  $ 4896.54
E0421  William Miller             OPS         $ 7331.99   $1099.80   $ 586.56  $ 5645.63
E0422  Christopher Rodriguez      OPS         $ 7527.58   $ 752.76   $ 602.21  $ 6172.62
E0423  Betty Martinez             OPS         $ 6158.40   $ 769.80   $ 492.67  $ 4895.92
E0424  Sandra Gonzalez            OPS         $ 6741.18   $1483.06   $ 539.29  $ 4718.83
E0425  Richard Brown              OPS         $ 3741.97   $ 467.75   $ 299.36  $ 2974.86
E0426  Margaret Davis             OPS         $ 2577.07   $ 515.41   $ 206.17  $ 1855.49
E0427  Matthew Rodriguez          OPS         $ 9485.88   $1422.88   $ 758.87  $ 7304.13
E0428  James Rodriguez            OPS         $ 5637.58   $1409.40   $ 451.01  $ 3777.18
E0429  Lisa Brown                 OPS         $ 5833.64   $ 729.20   $ 466.69  $ 4637.74
E0430  Margaret Martinez          OPS         $ 6547.40   $1636.85   $ 523.79  $ 4386.76
E0431  Karen Davis                OPS         $ 3782.26   $ 472.78   $ 302.58  $ 3006.89
E0432  Joseph Martin              OPS         $ 5213.23   $1303.31   $ 417.06  $ 3492.86
E0433  Matthew Moore              OPS         $ 7810.51   $ 976.31   $ 624.84  $ 6209.36
E0434  Lisa Martin                OPS         $ 8442.34   $ 844.23   $ 675.39  $ 6922.72
E0435  Thomas Lopez               OPS         $ 2504.77   $ 551.05   $ 200.38  $ 1753.34
E0436  Anthony Moore              OPS         $ 9131.92   $1141.49   $ 730.55  $ 7259.88
E0437  Robert Garcia              OPS         $ 4189.42   $ 921.67   $ 335.15  $ 2932.59
E0438  Lisa Miller                OPS         $ 6917.44   $1383.49   $ 553.40  $ 4980.56
E0439  Joseph Johnson             OPS         $ 5561.71   $1223.58   $ 444.94  $ 3893.20
E0441  Nancy Smith                OPS         $ 5166.57   $ 516.66   $ 413.33  $ 4236.59
E0442  Charles Williams           OPS         $ 2787.49   $ 418.12   $ 223.00  $ 2146.37
E0443  Sarah Johnson              OPS         $ 7669.88   $ 766.99   $ 613.59  $ 6289.30
E0444  Linda Wilson               OPS         $ 4149.42   $ 518.68   $ 331.95  $ 3298.79
E0445  Barbara Gonzalez           OPS         $ 4778.28   $ 955.66   $ 382.26  $ 3440.36
E0446  Lisa Moore                 OPS         $ 2932.54   $ 439.88   $ 234.60  $ 2258.06
E0447  Sarah Gonzalez             OPS         $ 4980.04   $1245.01   $ 398.40  $ 3336.63
E0448  Matthew Smith              OPS         $ 9869.15   $1973.83   $ 789.53  $ 7105.79
E0449  Susan Moore                OPS         $ 4843.50   $ 605.44   $ 387.48  $ 3850.58
E0450  Barbara Jones              OPS         $ 4248.31   $1062.08   $ 339.86  $ 2846.37
E0451  Mary Wilson                OPS         $ 5714.77   $ 571.48   $ 457.18  $ 4686.11
E0452  John Brown                 OPS         $ 5943.08   $1188.62   $ 475.45  $ 4279.01
E0453  Elizabeth Johnson          OPS         $ 4955.47   $ 619.43   $ 396.44  $ 3939.60
E0454  Matthew Johnson            OPS         $ 3540.12   $ 531.02   $ 283.21  $ 2725.89
E0455  David Jackson              OPS         $ 5776.22   $1444.05   $ 462.10  $ 3870.07
E0456  Linda Jones                OPS         $ 8533.69   $1877.41   $ 682.70  $ 5973.58
E0457  Linda Rodriguez            OPS         $ 3036.72   $ 668.08   $ 242.94  $ 2125.70
E0458  Christopher Wilson         OPS         $ 6116.91   $ 611.69   $ 489.35  $ 5015.87
E0459  Betty Taylor               OPS         $ 4299.59   $ 859.92   $ 343.97  $ 3095.71
E0460  Linda Gonzalez             OPS         $ 3572.56   $ 785.96   $ 285.80  $ 2500.79
E0461  Sandra Davis               OPS         $ 4255.51   $1063.88   $ 340.44  $ 2851.19
E0462  Margaret Johnson           OPS         $ 6725.43   $1345.09   $ 538.03  $ 4842.31
E0463  Robert Gonzalez            OPS         $ 3574.93   $ 446.87   $ 285.99  $ 2842.07
E0464  Margaret Anderson          OPS         $ 7647.43   $ 764.74   $ 611.79  $ 6270.89
E0465  Mary Rodriguez             OPS         $ 4668.29   $1027.02   $ 373.46  $ 3267.80
E0466  Sandra Williams            OPS         $ 4340.34   $ 954.88   $ 347.23  $ 3038.24
E0467  Michael Thomas             OPS         $ 3358.80   $ 503.82   $ 268.70  $ 2586.28
E0468  Michael Miller             OPS         $ 9518.04   $ 951.80   $ 761.44  $ 7804.79
E0469  Margaret Davis             OPS         $ 6711.68   $1677.92   $ 536.93  $ 4496.82
E0470  Margaret Davis             OPS         $ 6142.73   $ 921.41   $ 491.42  $ 4729.91
E0471  Sarah Lopez                OPS         $ 4746.03   $ 711.90   $ 379.68  $ 3654.45
E0472  Joseph Brown               OPS         $ 7587.13   $1896.78   $ 606.97  $ 5083.37
E0473  Margaret Miller            OPS         $ 4764.49   $ 952.90   $ 381.16  $ 3430.44
E0474  Sandra Davis               OPS         $ 7421.20   $ 742.12   $ 593.70  $ 6085.39
E0475  Margaret Jackson           OPS         $ 5618.41   $1123.68   $ 449.47  $ 4045.25
E0476  Michael Hernandez          OPS         $ 3935.23   $ 865.75   $ 314.82  $ 2754.66
E0477  Sarah Hernandez            OPS         $ 4652.85   $ 930.57   $ 372.23  $ 3350.05
E0478  Joseph Garcia              OPS         $ 6250.07   $ 937.51   $ 500.01  $ 4812.55
E0479  Nancy Moore                OPS         $ 5368.20   $1181.00   $ 429.46  $ 3757.74
E0481  Matthew Smith              OPS         $ 4366.69   $1091.67   $ 349.34  $ 2925.68
E0482  Daniel Jones               OPS         $ 2627.43   $ 578.03   $ 210.19  $ 1839.20
E0483  Mary Martin                OPS         $ 6847.58   $1506.47   $ 547.81  $ 4793.30
E0484  James Smith                OPS         $ 4658.13   $ 931.63   $ 372.65  $ 3353.85
E0485  Thomas Rodriguez           OPS         $ 5714.43   $ 857.16   $ 457.15  $ 4400.11
E0486  Anthony Wilson             OPS         $ 6190.60   $ 773.83   $ 495.25  $ 4921.53
E0487  Thomas Jones               OPS         $ 4125.16   $ 907.54   $ 330.01  $ 2887.62
E0488  Anthony Lopez              OPS         $ 3800.82   $ 760.16   $ 304.07  $ 2736.59
E0489  Richard Anderson           OPS         $ 5705.95   $1426.49   $ 456.48  $ 3822.98
E0490  Lisa Williams              OPS         $ 6568.37   $1642.09   $ 525.47  $ 4400.81
E0491  John Gonzalez              OPS         $ 4517.81   $ 993.92   $ 361.42  $ 3162.47
E0492  Christopher Smith          OPS         $ 7270.46   $ 727.05   $ 581.64  $ 5961.78
E0493  Christopher Hernandez      OPS         $ 5627.18   $ 562.72   $ 450.17  $ 4614.29
E0494  Elizabeth Miller           OPS         $ 8761.31   $2190.33   $ 700.90  $ 5870.07
E0495  William Johnson            OPS         $ 8593.48   $2148.37   $ 687.48  $ 5757.63
E0496  Charles Johnson            OPS         $ 3088.48   $ 463.27   $ 247.08  $ 2378.13
E0497  Charles Jones              OPS         $ 6455.64   $1613.91   $ 516.45  $ 4325.28
E0498  Linda Garcia               OPS         $ 6485.50   $1426.81   $ 518.84  $ 4539.85
================================================================================
DEPARTMENT SUMMARY: OPS         TOTAL PROCESSED: 100       
  SUBTOTAL GROSS   : $ 583215.47
  SUBTOTAL TAX     : $102041.04
  SUBTOTAL PF      : $ 46657.24
  SUBTOTAL NET     : $ 434517.20
================================================================================
E0203  John Anderson              SALES       $ 8426.77   $1853.89   $ 674.14  $ 5898.74
E0204  Daniel Rodriguez           SALES       $ 5270.79   $ 790.62   $ 421.66  $ 4058.51
E0205  Sandra Thomas              SALES       $ 3336.16   $ 667.23   $ 266.89  $ 2402.04
E0206  Charles Martinez           SALES       $ 8071.78   $1210.77   $ 645.74  $ 6215.27
E0207  William Smith              SALES       $ 6029.56   $1507.39   $ 482.36  $ 4039.81
E0208  Margaret Martin            SALES       $ 7446.33   $1116.95   $ 595.71  $ 5733.67
E0209  Karen Lopez                SALES       $ 4084.91   $ 510.61   $ 326.79  $ 3247.51
E0210  Lisa Jones                 SALES       $ 6198.25   $1549.56   $ 495.86  $ 4152.82
E0211  Linda Anderson             SALES       $ 2861.28   $ 429.19   $ 228.90  $ 2203.19
E0212  John Martinez              SALES       $ 4042.16   $ 808.43   $ 323.37  $ 2910.35
E0213  Robert Moore               SALES       $ 8816.77   $1322.52   $ 705.34  $ 6788.92
E0214  Margaret Rodriguez         SALES       $ 7759.19   $1163.88   $ 620.74  $ 5974.58
E0215  Nancy Hernandez            SALES       $ 6451.35   $1290.27   $ 516.11  $ 4644.97
E0216  Matthew Davis              SALES       $ 8683.74   $2170.93   $ 694.70  $ 5818.10
E0217  Sandra Moore               SALES       $ 4267.86   $ 853.57   $ 341.43  $ 3072.86
E0218  Sarah Brown                SALES       $ 5778.33   $1444.58   $ 462.27  $ 3871.48
E0219  Charles Gonzalez           SALES       $ 6610.79   $ 991.62   $ 528.86  $ 5090.31
E0220  Jessica Smith              SALES       $ 6747.16   $1484.38   $ 539.77  $ 4723.01
E0221  Elizabeth Williams         SALES       $ 6922.14   $1384.43   $ 553.77  $ 4983.94
E0222  Christopher Wilson         SALES       $ 2936.42   $ 293.64   $ 234.91  $ 2407.86
E0223  Jessica Brown              SALES       $ 3048.11   $ 670.59   $ 243.85  $ 2133.68
E0224  Joseph Lopez               SALES       $ 7745.97   $1936.49   $ 619.68  $ 5189.80
E0225  Susan Jackson              SALES       $ 6459.75   $ 807.47   $ 516.78  $ 5135.50
E0226  Anthony Thomas             SALES       $ 5683.62   $ 852.54   $ 454.69  $ 4376.38
E0227  Michael Anderson           SALES       $ 4713.03   $ 589.13   $ 377.04  $ 3746.86
E0228  Lisa Lopez                 SALES       $ 5258.93   $1314.73   $ 420.71  $ 3523.48
E0229  Richard Rodriguez          SALES       $ 3411.42   $ 341.14   $ 272.91  $ 2797.37
E0230  Lisa Miller                SALES       $ 5195.64   $1143.04   $ 415.65  $ 3636.95
E0231  Betty Hernandez            SALES       $ 4805.46   $ 600.68   $ 384.44  $ 3820.34
E0232  Michael Williams           SALES       $ 7861.35   $1729.50   $ 628.91  $ 5502.95
E0233  Michael Davis              SALES       $ 5424.06   $ 678.01   $ 433.93  $ 4312.13
E0234  James Rodriguez            SALES       $ 7911.25   $ 988.91   $ 632.90  $ 6289.44
E0235  William Garcia             SALES       $ 2692.81   $ 269.28   $ 215.42  $ 2208.10
E0236  Barbara Davis              SALES       $ 5741.75   $ 574.17   $ 459.34  $ 4708.23
E0237  Mary Jones                 SALES       $ 5864.32   $1290.15   $ 469.15  $ 4105.03
E0238  Jessica Anderson           SALES       $ 6964.46   $1532.18   $ 557.16  $ 4875.12
E0239  Joseph Taylor              SALES       $ 3861.94   $ 849.63   $ 308.95  $ 2703.36
E0240  Linda Anderson             SALES       $ 6125.15   $ 612.52   $ 490.01  $ 5022.62
E0241  Sandra Gonzalez            SALES       $ 5474.32   $ 547.43   $ 437.95  $ 4488.94
E0242  John Williams              SALES       $ 3903.77   $ 487.97   $ 312.30  $ 3103.50
E0243  William Martin             SALES       $ 6906.83   $1519.50   $ 552.55  $ 4834.78
E0244  Richard Martin             SALES       $ 6458.34   $1291.67   $ 516.67  $ 4650.01
E0245  Susan Brown                SALES       $ 8495.84   $ 849.58   $ 679.67  $ 6966.59
E0246  Nancy Miller               SALES       $ 5181.45   $ 647.68   $ 414.52  $ 4119.25
E0247  Anthony Anderson           SALES       $ 4572.71   $1143.18   $ 365.82  $ 3063.71
E0248  Susan Hernandez            SALES       $ 6416.89   $ 962.53   $ 513.35  $ 4941.01
E0249  John Williams              SALES       $ 6958.63   $ 695.86   $ 556.69  $ 5706.07
E0251  Sarah Moore                SALES       $ 4566.93   $ 456.69   $ 365.35  $ 3744.88
E0252  Sandra Wilson              SALES       $ 7073.47   $1768.37   $ 565.88  $ 4739.23
E0253  Karen Martinez             SALES       $ 4609.88   $1014.17   $ 368.79  $ 3226.92
E0254  Robert Thomas              SALES       $ 4205.98   $ 420.60   $ 336.48  $ 3448.91
E0255  Barbara Brown              SALES       $ 7176.14   $1578.75   $ 574.09  $ 5023.30
E0256  Sandra Moore               SALES       $ 9698.97   $2133.77   $ 775.92  $ 6789.28
E0257  James Martin               SALES       $ 7156.95   $1789.24   $ 572.56  $ 4795.16
E0258  Jennifer Rodriguez         SALES       $ 6678.03   $1001.70   $ 534.24  $ 5142.08
E0259  James Garcia               SALES       $ 8749.87   $1924.97   $ 699.99  $ 6124.91
E0260  John Jones                 SALES       $ 7064.20   $ 706.42   $ 565.14  $ 5792.65
E0261  Michael Gonzalez           SALES       $ 4776.60   $ 716.49   $ 382.13  $ 3677.98
E0262  Linda Hernandez            SALES       $ 7018.60   $1544.09   $ 561.49  $ 4913.02
E0263  Mark Johnson               SALES       $ 2838.47   $ 624.46   $ 227.08  $ 1986.93
E0264  William Anderson           SALES       $ 7225.43   $1445.09   $ 578.03  $ 5202.31
E0265  Susan Rodriguez            SALES       $ 3545.55   $ 780.02   $ 283.64  $ 2481.88
E0266  Susan Brown                SALES       $ 4652.83   $1163.21   $ 372.23  $ 3117.40
E0267  Thomas Martinez            SALES       $ 2717.37   $ 543.47   $ 217.39  $ 1956.50
E0268  James Miller               SALES       $ 4602.28   $ 575.29   $ 368.18  $ 3658.81
E0269  Matthew Rodriguez          SALES       $ 4044.10   $ 404.41   $ 323.53  $ 3316.16
E0270  Nancy Wilson               SALES       $ 3584.46   $ 716.89   $ 286.76  $ 2580.81
E0271  Thomas Moore               SALES       $ 7287.06   $1093.06   $ 582.96  $ 5611.03
E0272  Sandra Johnson             SALES       $ 4739.34   $ 947.87   $ 379.15  $ 3412.32
E0273  Charles Wilson             SALES       $ 6682.95   $1670.74   $ 534.64  $ 4477.58
E0274  Linda Brown                SALES       $ 5140.28   $ 771.04   $ 411.22  $ 3958.02
E0275  Joseph Lopez               SALES       $ 3071.80   $ 307.18   $ 245.74  $ 2518.88
E0276  Charles Gonzalez           SALES       $ 5563.61   $1112.72   $ 445.09  $ 4005.80
E0277  Elizabeth Hernandez        SALES       $ 6848.59   $ 684.86   $ 547.89  $ 5615.84
E0278  Thomas Taylor              SALES       $ 3507.31   $ 526.10   $ 280.58  $ 2700.63
E0279  Elizabeth Brown            SALES       $ 3522.65   $ 440.33   $ 281.81  $ 2800.50
E0280  Robert Williams            SALES       $ 3856.41   $ 964.10   $ 308.51  $ 2583.80
E0281  Matthew Jackson            SALES       $ 8322.71   $1664.54   $ 665.82  $ 5992.35
E0282  Christopher Martin         SALES       $ 4212.24   $1053.06   $ 336.98  $ 2822.20
E0283  Joseph Williams            SALES       $ 5238.05   $1309.51   $ 419.04  $ 3509.50
E0284  Charles Johnson            SALES       $ 4755.76   $ 475.58   $ 380.46  $ 3899.73
E0285  Joseph Johnson             SALES       $ 2373.16   $ 355.97   $ 189.85  $ 1827.34
E0286  Karen Martin               SALES       $ 6392.67   $1278.53   $ 511.41  $ 4602.72
E0287  Betty Johnson              SALES       $ 5375.62   $1182.64   $ 430.05  $ 3762.93
E0288  David Martin               SALES       $ 5156.05   $ 644.51   $ 412.48  $ 4099.06
E0289  Patricia Hernandez         SALES       $ 8394.31   $ 839.43   $ 671.54  $ 6883.33
E0290  Mary Davis                 SALES       $ 7665.60   $1533.12   $ 613.25  $ 5519.23
E0291  Karen Garcia               SALES       $ 4949.49   $ 742.42   $ 395.96  $ 3811.11
E0292  Matthew Hernandez          SALES       $ 7376.39   $ 737.64   $ 590.11  $ 6048.64
E0293  John Hernandez             SALES       $ 3101.89   $ 775.47   $ 248.15  $ 2078.27
E0294  William Martin             SALES       $ 7871.61   $1180.74   $ 629.73  $ 6061.14
E0295  Lisa Jones                 SALES       $ 9000.54   $1350.08   $ 720.04  $ 6930.42
E0296  Robert Martin              SALES       $ 7270.99   $ 727.10   $ 581.68  $ 5962.21
E0297  Richard Hernandez          SALES       $ 8762.69   $2190.67   $ 701.02  $ 5871.00
E0298  John Wilson                SALES       $ 5566.70   $ 556.67   $ 445.34  $ 4564.69
E0299  Jennifer Miller            SALES       $ 4162.57   $ 832.51   $ 333.01  $ 2997.05
================================================================================
DEPARTMENT SUMMARY: SALES       TOTAL PROCESSED: 96        
  SUBTOTAL GROSS   : $ 552034.70
  SUBTOTAL TAX     : $ 97026.35
  SUBTOTAL PF      : $ 44162.78
  SUBTOTAL NET     : $ 410845.58
================================================================================
